anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Serbian Word
0,0,0,0,0,0,0,0,1,0,naglo
0,0,0,0,0,0,0,0,0,0,naglo
0,0,0,0,0,1,0,1,0,0,apsces
0,0,0,1,0,1,0,1,0,0,odsustvo
0,0,0,0,0,1,0,1,0,0,odsutan
0,0,0,0,0,1,0,1,0,0,odsutan
0,0,0,0,0,1,0,0,0,0,izostajanje sa posla
0,0,0,0,0,0,0,0,0,0,absint
0,0,0,0,0,0,1,0,0,0,apsolutna
0,0,0,0,1,0,1,0,0,1,oproštenje
0,0,0,0,0,0,1,0,0,0,apsorbovan
0,0,0,0,0,0,0,0,0,0,upijajuće
0,0,0,0,0,0,0,0,0,0,upijajući
0,0,0,0,0,0,0,0,0,0,apsorpcija
0,0,0,0,0,0,0,0,0,0,uzdržati se
0,0,0,0,0,0,0,0,0,0,uzdržanost
0,0,0,0,0,0,0,0,0,0,uzdržavanje
0,0,0,0,0,0,0,0,0,0,apstraktan
0,0,0,0,0,0,0,0,0,0,odvajanje
0,0,0,0,0,1,0,0,0,0,apsurdno
0,0,0,0,0,1,0,0,0,0,apsurda
0,1,1,0,1,1,1,0,0,1,zastupljenost
0,0,0,0,1,0,1,0,0,0,obilno
1,0,1,1,0,1,0,1,0,0,zloupotreba
0,0,0,0,0,0,0,0,0,0,uporište
0,0,0,0,0,0,0,0,0,0,abi
0,0,0,0,0,1,0,1,0,0,bezdan
0,0,0,1,0,1,0,1,0,0,bezdan
0,0,0,0,0,0,1,0,0,1,akademski
0,0,0,0,0,0,1,0,0,0,akademija
0,0,0,0,0,0,0,0,0,0,accede
0,1,0,0,0,0,0,0,0,0,ubrzati
0,0,0,0,0,0,0,0,0,0,ubrzanje
0,0,0,0,0,0,0,0,0,0,akcenat
0,0,0,0,0,0,0,0,0,0,naglasiti
0,0,0,0,0,0,0,0,0,0,prihvatiti
0,0,0,0,0,0,1,0,0,0,prihvatljivo
0,0,0,0,0,0,1,0,0,0,prihvatanje
0,0,0,0,0,0,0,0,0,0,pristup
0,0,0,0,0,0,1,0,0,0,pristupačan
0,0,0,0,0,0,0,0,0,0,pristupanje
0,0,0,0,0,0,0,0,0,0,pribor
0,0,0,1,0,1,0,1,1,0,nezgoda
0,0,0,1,0,1,0,0,1,0,slučajno
0,0,0,0,0,0,0,0,1,0,slučajno
0,1,0,0,1,0,1,0,1,1,accolade
0,0,0,0,0,0,0,0,0,0,prilagoditi se
0,0,0,0,0,0,1,0,0,0,smeštaj
0,1,0,0,1,0,1,0,0,1,pratnja
0,0,0,0,0,0,0,0,0,0,pratiti
0,0,0,0,0,0,0,0,0,0,prateći
0,0,0,0,0,0,0,0,0,0,saučesnik
0,0,0,0,1,0,1,0,0,0,ostvariti
0,0,0,0,1,0,1,0,0,0,ostvareno
0,0,0,0,0,0,1,0,0,0,ostvarenje
0,0,0,0,0,0,1,0,0,1,sporazum
0,0,0,0,0,0,0,0,0,0,saglasnosti
0,0,0,0,0,0,0,0,0,0,harmonika
0,0,0,0,0,0,0,0,0,1,račun
0,0,0,0,0,0,1,0,0,1,odgovornost
0,0,0,0,0,0,1,0,0,1,odgovoran
0,0,0,0,0,0,0,0,0,1,računovođa
0,0,0,0,0,0,0,0,0,0,računovodstvo
0,0,0,0,0,0,0,0,0,1,računi
0,0,0,0,0,0,1,0,0,1,akreditovan
0,0,0,0,0,0,0,0,0,0,akrecija
0,0,0,0,0,0,0,0,0,0,nagomilati
0,0,0,0,0,0,1,0,0,0,accueil
0,0,0,0,0,0,0,0,0,0,akumulirati
0,0,0,0,0,0,0,0,0,0,akumulacija
0,0,0,0,0,0,0,0,0,0,tačnost
0,0,0,0,0,0,1,0,0,1,tačan
1,0,0,1,0,1,0,1,0,0,prokleti
1,0,1,0,0,1,0,0,0,0,optužba
0,0,0,0,0,1,0,0,0,0,akuzativ
1,0,0,1,0,1,0,0,0,0,optuženi
1,0,0,1,0,1,0,0,0,0,tužitelj
1,0,0,1,0,1,0,0,0,0,optužujući
0,0,0,0,0,0,0,0,0,0,navikao
0,0,0,0,0,0,1,0,0,0,as
0,0,0,0,0,0,0,0,0,0,sirćetna
0,0,0,0,0,1,0,1,0,0,bol
0,0,0,0,1,0,1,0,0,1,postići
0,1,0,0,1,0,1,0,0,1,dostignuće
0,0,0,0,0,1,0,1,0,0,bolan
0,0,0,0,0,1,0,0,0,0,kiselina
0,0,0,0,0,0,0,0,0,0,kiselost
0,0,0,0,0,0,0,0,0,0,priznati
0,0,0,0,0,0,0,0,0,0,priznao
0,0,0,0,0,0,1,0,0,0,priznanje
0,0,0,0,0,0,0,0,0,0,acme
0,0,0,0,0,0,0,0,0,0,akustični
0,0,0,0,0,0,0,0,0,0,akustika
0,0,0,0,0,0,0,0,0,0,upoznati
0,0,0,0,0,0,0,0,0,0,poznanstvo
0,0,0,0,0,0,0,0,0,0,upoznat
0,0,0,0,0,0,0,0,0,0,pristajanje
0,0,0,0,0,0,1,0,0,0,steći
0,1,0,0,0,0,1,0,0,0,sticanje
0,0,0,0,0,0,0,0,0,0,akvizicija
0,0,0,0,0,0,0,0,0,0,akvizicije
0,0,0,0,0,0,0,0,0,0,površine
0,0,0,0,0,0,0,0,0,0,hektara
0,0,0,1,1,0,1,0,0,1,akrobat
0,0,0,0,0,0,0,0,0,0,akt
0,0,0,0,0,0,0,0,0,0,gluma
0,0,0,0,0,0,1,0,0,0,postupak
1,0,1,0,0,1,0,0,0,0,delotvoran
0,0,0,0,0,0,0,0,0,0,aktivan
0,0,0,0,0,0,0,0,0,0,aktivnost
0,0,0,0,0,0,0,0,0,0,glumac
0,0,0,0,0,0,1,0,0,0,stvarni
0,0,0,0,0,0,0,0,0,0,aktuelnost
0,0,0,0,0,0,0,0,0,0,aktuar
0,0,0,0,0,0,1,0,0,0,oštrina
0,0,0,0,0,0,1,0,0,0,oštroumnost
0,0,0,0,0,0,0,0,0,0,akupunktura
0,0,0,0,0,0,0,0,0,0,akutno
0,0,0,0,0,0,0,0,0,0,poslovica
0,0,0,0,0,0,0,0,0,0,nepokolebljiv
0,0,0,0,0,0,1,0,0,0,prilagoditi
0,0,0,0,0,0,1,0,0,0,prilagodljiv
0,0,0,0,0,0,0,0,0,0,dodati
0,0,0,0,0,0,0,0,0,0,dodao je
0,0,0,0,0,0,0,0,0,0,dodatak
1,0,1,1,0,1,0,1,0,0,guja
0,0,0,0,0,1,0,0,0,0,zavisnost
0,0,0,0,0,0,0,0,0,0,dodatak
0,0,0,0,0,0,0,0,0,0,dodatni
0,0,0,0,0,0,0,0,0,0,aditiva
0,0,0,0,0,0,0,0,0,0,adresa
0,0,0,0,0,0,0,0,0,0,adresata
0,1,0,0,0,0,1,0,0,0,adrese
0,0,0,0,0,0,1,0,0,0,adept
0,0,0,0,0,0,1,0,0,0,adekvatnost
0,0,0,0,0,0,0,0,0,0,adekvatan
0,0,0,0,0,0,0,0,0,0,pridržavaju
0,0,0,0,0,0,0,0,0,0,privrženost
0,0,0,0,0,0,0,0,0,0,pristalica
0,0,0,0,0,0,0,0,0,1,pridržavajući se
0,0,0,0,0,0,0,0,0,0,adhezija
0,0,0,0,0,0,0,0,0,0,lepak
0,0,0,0,0,0,0,0,0,0,adieu
0,0,0,0,0,1,0,0,0,0,masnoća
0,0,0,0,0,0,0,0,0,0,susednost
0,0,0,0,0,0,0,0,0,0,susedni
0,0,0,0,0,0,0,0,0,0,pridev
0,0,0,0,0,0,0,0,0,0,susedni
0,0,0,0,0,0,0,0,0,0,odložiti
0,0,0,0,0,0,0,0,0,0,odlaganje
0,0,0,1,0,1,0,0,0,0,presuđivati
0,0,0,0,0,0,0,0,0,0,presuđivanje
0,0,0,0,0,0,1,0,0,0,dopunski
0,0,0,0,0,0,0,0,0,0,prilagoditi
0,0,0,0,0,0,0,0,0,0,prilagođavanje
0,0,0,0,0,0,0,0,0,0,pomoćno sredstvo
0,0,0,0,0,0,0,0,0,0,upravljati
0,0,0,0,0,0,0,0,0,0,administracija
0,0,0,0,0,0,0,0,0,1,administrativni
0,0,0,0,1,0,1,0,0,1,dostojan divljenja
0,0,0,0,0,0,1,0,0,1,admiral
0,0,0,0,0,0,0,0,0,0,admiralitet
0,0,0,0,1,0,1,0,0,1,divljenje
0,0,0,0,0,0,1,0,0,1,diviti se
0,0,0,0,0,0,1,0,0,0,obožavalac
0,0,0,0,0,0,0,0,0,0,prihvatljivosti
0,0,0,0,0,0,1,0,0,1,dopustiv
0,0,0,0,0,0,0,0,0,0,prijem
0,0,0,0,0,0,0,0,0,0,pustiti
0,0,0,0,0,0,0,0,0,0,prijem
0,0,0,0,0,0,0,0,0,0,priznao
0,0,0,0,0,0,0,0,0,0,priznajući
0,0,0,0,0,0,0,0,0,0,primesa
0,0,0,1,0,1,0,0,0,0,opomena
0,0,0,0,0,0,0,0,0,0,ado
0,0,0,0,0,0,0,0,0,0,adobe
0,0,0,0,0,0,0,0,0,0,Mladost
0,0,0,0,0,0,0,0,0,0,adolescent
0,0,0,0,0,0,0,0,0,0,usvojiti
0,0,0,0,0,0,0,0,0,0,usvajanje
0,0,0,0,1,0,1,0,0,0,adorable
0,0,0,0,1,0,1,0,0,1,obožavanje
0,1,0,0,1,0,1,0,0,1,obožavam
0,0,0,0,0,0,0,0,0,0,ukrasiti
0,0,0,0,0,0,0,0,0,0,ukras
0,1,0,1,0,1,0,1,0,0,lebdeći
0,0,0,0,0,0,0,0,0,0,odrasla osoba
0,0,0,0,0,1,0,0,0,0,falsifikovani
0,0,1,0,0,1,0,1,0,0,preljuba
0,1,0,1,1,0,1,0,1,0,unapred
0,0,0,0,0,0,1,0,0,0,napredno
0,0,0,0,0,0,1,0,0,0,napredovanje
0,0,0,0,0,0,0,0,0,0,napredujući
0,0,0,0,0,0,1,0,0,0,prednost
0,0,0,0,0,0,1,0,0,0,povoljan
0,1,0,0,1,0,1,0,0,1,advent
0,1,0,0,0,0,1,0,0,0,avantura
0,0,0,0,0,0,0,0,0,0,avanturista
0,0,0,0,0,0,1,0,0,0,avanturistički
1,0,0,0,0,1,0,0,0,0,protivnik
1,0,1,1,0,1,0,1,0,0,štetan
1,0,0,1,0,1,0,1,0,0,nedaće
0,0,0,0,0,0,0,0,0,0,reklamirati
0,0,0,0,0,0,0,0,0,0,reklama
0,0,0,0,0,0,0,0,0,1,savet
0,0,0,0,0,0,1,0,0,1,preporučljivo
0,0,0,0,0,0,1,0,0,1,savetovati
0,0,0,0,0,0,0,0,0,1,savetovan
0,0,0,0,0,0,0,0,0,0,savetovanje
0,0,0,0,0,0,1,0,0,1,savetnik
1,1,0,0,1,0,1,0,0,1,advokatura
0,0,0,0,0,0,0,0,0,1,zagovornik
0,0,0,0,0,0,0,0,0,0,aegis
0,0,0,0,0,0,0,0,0,0,aeracija
0,0,0,0,0,0,0,0,0,0,vazdušni
0,0,0,0,0,0,0,0,0,0,aerodrom
0,0,0,0,0,0,0,0,0,0,aerodinamika
0,0,0,0,0,0,0,0,0,0,aeronautike
0,0,0,0,0,0,0,0,0,0,avion
0,0,0,0,0,0,1,0,0,0,estetski
0,0,0,0,1,0,1,0,0,0,estetika
0,0,0,0,0,0,0,0,0,0,etiologija
0,0,0,0,0,0,0,0,0,0,afar
0,0,0,0,0,0,1,0,0,0,prijatan
0,0,0,0,0,0,0,0,0,0,afera
0,0,0,0,0,0,0,0,0,0,utičući
0,0,0,0,1,0,1,0,0,1,naklonost
0,0,0,0,0,0,0,0,0,0,naklonosti
0,0,0,0,0,0,0,0,0,0,affiche
0,0,0,0,0,0,0,0,0,0,izjava pod zakletvom
0,0,0,0,0,0,1,0,0,0,povezanim
0,0,0,0,0,0,0,0,0,0,pripadnosti
0,0,0,0,0,0,0,0,0,0,afinitet
0,0,0,0,0,0,1,0,0,1,afirmisati
0,0,0,0,0,0,1,0,0,0,afirmaciju
0,0,0,0,0,0,1,0,0,0,potvrdan
0,0,0,0,0,0,1,0,0,1,afirmativno
0,0,0,0,0,0,0,0,0,0,afiks
0,0,0,1,0,1,0,1,0,0,aficirati
0,0,0,0,0,1,0,0,0,0,napaćeni
0,0,1,1,0,1,0,1,0,0,nevolja
0,0,0,0,1,0,1,0,0,0,bogatstvo
0,0,0,0,0,0,1,0,0,0,imućan
0,0,0,0,0,0,1,0,0,0,priuštiti
1,0,1,1,0,1,0,1,1,0,uvrede
0,0,0,0,0,0,0,0,0,0,afield
0,0,0,0,0,0,0,0,0,0,afore
0,0,0,0,0,0,0,0,0,0,gore pomenutog
0,0,0,0,0,0,0,0,0,0,pomenutog
0,0,0,1,0,1,0,0,0,0,uplašen
0,0,0,0,0,0,0,0,0,0,iznova
0,0,0,0,0,0,0,0,0,0,pri krmi
1,0,1,1,0,1,0,1,0,0,posledice
0,0,0,0,0,0,0,0,0,0,popodnevni
0,0,0,0,0,1,0,0,0,0,aftertaste
0,0,0,0,0,0,0,0,0,0,naknadno razmišljanje
0,0,0,1,0,0,1,0,0,1,aga
0,0,0,0,0,0,0,0,0,0,ahat
0,0,0,0,0,0,0,0,0,0,starosti
0,0,0,0,0,0,0,0,0,0,starosti
0,0,0,0,0,0,0,0,0,0,agencija
0,0,0,0,0,0,0,0,0,0,agent
0,0,0,0,0,0,0,0,0,0,aglomeracija
1,0,0,0,0,1,0,0,0,0,otežano
1,0,0,0,0,1,0,1,0,0,otežavajuće
1,0,1,0,0,1,0,0,0,0,pogoršanje
0,0,0,0,0,0,0,0,0,0,agregat
0,0,0,0,0,0,0,0,0,0,agregacija
1,0,0,1,0,1,0,0,0,0,agresija
1,0,0,1,0,1,0,0,0,0,agresivan
1,0,0,1,0,1,0,0,0,0,agresor
0,0,1,1,0,1,0,0,1,0,zgrožen
0,0,0,0,0,0,1,0,0,0,okretan
0,0,0,0,0,0,1,0,0,0,okretnost
1,0,0,0,0,1,0,0,0,0,uznemiren
1,0,0,0,0,1,0,0,0,0,uznemirenost
0,0,0,0,0,0,0,0,0,0,agnostički
0,0,0,0,0,0,0,0,0,0,pre
0,0,0,1,0,1,0,0,0,0,agonizirajući
1,0,0,1,0,1,0,1,0,0,agonija
0,0,0,0,0,0,1,0,0,0,dogovoriti se
0,0,0,0,0,0,1,0,0,1,prijatan
0,0,0,0,0,0,1,0,0,1,pristao
0,0,0,0,0,0,1,0,0,1,slažući se
0,0,0,0,0,0,1,0,0,1,dogovor
0,0,0,0,0,0,0,0,0,0,poljoprivrednih
0,0,0,0,0,0,1,0,0,0,poljoprivrede
0,0,0,0,0,1,0,0,0,0,nasukan
0,0,0,0,0,0,0,0,0,0,agua
0,0,0,0,0,0,1,0,0,0,napred
0,0,0,0,0,0,1,0,0,0,pomoć
0,0,0,0,0,0,1,0,0,0,pomaganje
0,0,0,0,0,1,0,1,0,0,ail
0,0,0,1,0,1,0,1,0,0,ailing
0,0,0,0,0,0,0,0,0,0,bolest
0,0,0,0,0,0,0,0,0,0,cilj
0,0,0,0,0,1,0,0,0,0,besciljno
0,0,0,0,0,0,0,0,0,0,vazduh
0,0,0,0,0,0,0,0,0,0,vazdušni jastuk
0,0,0,0,0,0,0,0,0,0,vazdušni lift
0,0,0,0,0,0,0,0,0,0,vazdušna linija
0,0,0,0,0,0,0,0,0,0,avijatičar
0,0,0,0,0,0,0,0,0,0,avion
0,1,0,0,0,0,0,0,0,0,aerodrom
0,0,1,0,0,1,0,0,0,0,vazduha
0,0,0,0,0,0,0,0,0,0,vazdušni brod
0,0,0,0,0,0,0,0,0,0,prolaz
0,0,0,0,0,0,0,0,0,0,ait
0,0,0,0,0,0,0,0,0,0,ajar
0,0,0,0,0,0,0,0,0,1,srodan
0,0,0,0,0,0,1,0,0,0,alabaster
0,0,0,1,0,1,0,0,1,0,alarmni
0,0,0,1,0,1,0,0,1,0,alarmantno
0,0,0,0,0,0,0,0,0,1,alb
0,0,0,0,0,0,0,0,0,0,album
0,0,0,0,0,0,0,0,0,0,alhemija
0,0,0,0,0,0,0,0,0,0,alkohol
1,0,1,1,0,1,0,1,0,0,alkoholizam
0,0,0,0,0,0,0,0,0,0,alcove
0,0,0,0,0,0,0,0,0,0,uzbuna
0,1,0,1,0,0,1,0,1,0,budnost
0,1,0,1,0,0,0,0,1,0,upozorenja
0,0,0,0,0,0,0,0,0,0,lucerka
0,0,0,0,0,0,0,0,0,0,algebra
0,0,0,0,0,0,0,0,0,0,algebarski
0,0,0,0,0,0,0,0,0,0,algoritam
0,0,0,0,0,0,0,0,0,0,alibi
0,0,1,1,0,1,0,0,0,0,vanzemaljac
1,0,1,0,0,1,0,0,0,0,otuđiti
0,0,0,0,0,1,0,1,0,0,otuđen
1,0,1,1,0,1,0,1,0,0,otuđenje
0,0,0,0,0,0,0,0,0,0,upaliti
0,0,0,0,0,0,0,0,0,0,Poravnanje
0,0,0,0,0,0,0,0,0,0,poravnanje
0,0,0,0,0,0,0,0,0,0,jednako
0,0,0,0,0,0,1,0,0,0,ishrana
0,0,0,0,0,1,0,0,0,0,alimentacija
0,0,0,0,0,0,0,0,0,0,alikvot
0,1,0,0,1,0,1,0,0,1,živ
0,0,0,0,0,0,0,0,0,0,alkalijski
0,0,0,0,0,0,0,0,0,0,alkaloidi
0,0,0,0,0,0,1,0,0,0,ublažiti
1,0,0,0,0,1,0,0,0,0,navod
0,0,0,0,0,1,0,0,0,0,navode
0,0,0,0,0,0,0,0,0,0,navodno
0,0,0,0,0,0,1,0,0,1,odanost
0,0,0,0,0,0,0,0,0,0,alegorijski
0,0,0,0,0,0,0,0,0,0,alegorija
0,0,0,0,0,0,1,0,0,0,allegro
0,0,0,0,0,0,1,0,0,0,ublažiti
0,0,0,0,0,0,1,0,0,0,ublažavanje
0,0,0,0,0,0,0,0,0,0,sokak
0,0,0,0,0,0,0,0,0,1,savez
0,0,0,0,0,0,1,0,0,1,saveznički
0,0,0,0,0,0,0,0,0,0,aligator
0,0,0,0,0,0,0,0,0,0,izdvojiti
0,0,0,0,0,0,0,0,0,0,alokacija
0,0,0,0,0,0,0,0,0,0,dodeliti
0,0,0,0,0,0,0,0,0,0,alotment
0,0,0,0,0,0,1,0,0,0,dozvoljeno
0,0,0,0,0,0,0,0,0,0,džeparac
0,0,0,0,0,0,0,0,0,0,dozvoljen
0,0,0,0,0,0,0,0,0,0,legura
0,1,0,0,1,0,1,0,1,0,privlačnost
0,0,0,0,0,0,1,0,0,0,primamljiv
0,0,0,0,0,0,0,0,0,0,aluzija
0,0,0,0,0,0,0,0,0,0,aluvijalne
0,0,0,0,0,0,1,0,0,1,saveznik
0,0,0,0,0,0,0,0,0,0,almanah
0,0,0,0,0,0,1,0,0,0,svemogući
0,0,0,0,0,0,0,0,0,0,aloft
0,1,0,0,1,0,1,0,0,0,aloha
0,0,0,0,0,0,0,0,0,0,pored
0,0,0,0,0,1,0,0,0,0,rezervisan
0,0,0,0,0,0,0,0,0,0,naglas
0,0,0,0,0,0,0,0,0,0,alfabet
0,0,0,0,0,0,0,0,0,0,alfabetski
0,0,0,0,0,0,0,0,0,0,oltar
0,0,0,0,0,0,0,0,0,0,alter
0,0,0,0,0,0,0,0,0,0,izmena
1,0,0,0,0,1,0,0,0,0,svađanje
0,0,0,0,0,0,0,0,0,0,izmenjeni
0,0,0,0,0,0,0,0,0,0,naizmenično
0,0,0,0,0,0,0,0,0,0,alternativa
0,0,0,0,0,0,0,0,0,0,domet
0,0,0,0,0,0,0,0,0,0,alto
0,0,0,0,0,0,0,0,0,0,u celini
0,0,0,0,0,0,0,0,0,0,alumnus
0,0,0,0,0,0,0,0,0,0,alveolarni
0,0,0,0,0,0,0,0,0,0,amalgam
0,0,0,0,0,0,0,0,0,0,spajanje
0,0,0,0,0,0,0,0,0,0,nagomilati
0,0,0,0,0,0,0,0,0,0,amaterski
0,0,0,0,0,0,0,0,1,0,zadiviti
0,0,0,0,0,0,0,0,0,0,čuđenje
0,0,0,0,1,0,1,0,1,0,neverovatno
0,0,0,0,0,0,1,0,0,1,ambasador
0,0,0,0,0,0,0,0,0,0,ćilibar
0,0,0,0,0,0,0,0,0,0,ambijentalni
0,0,0,0,0,0,0,0,0,0,dvosmislenost
0,0,0,0,0,1,0,0,0,0,dvosmisleno
0,0,0,0,0,0,0,0,0,0,ambicija
0,1,0,0,1,0,1,0,0,1,ambicija
0,0,0,0,0,0,0,0,0,0,ambiciozan
0,0,0,1,0,0,0,0,0,1,hitna pomoć
1,0,0,1,0,1,0,0,1,0,zaseda
0,0,0,0,0,0,1,0,0,0,poboljšati
0,0,0,0,1,0,1,0,0,1,amin
0,0,0,0,0,0,1,0,0,0,podložan
0,0,0,0,0,0,1,0,0,0,Ispraviti
0,0,0,0,0,0,0,0,0,0,amandman
0,0,0,0,0,0,1,0,0,0,popravlja
0,0,0,0,0,0,1,0,0,0,pogodnosti
0,0,0,0,0,0,0,0,0,0,ametist
0,0,0,0,0,0,1,0,0,0,ljubazni
0,0,0,0,1,0,1,0,0,0,prijateljski
0,0,0,0,0,0,0,0,0,0,usred
0,0,0,0,0,0,0,0,0,0,usred
0,0,1,0,0,0,0,0,0,0,amonijak
0,0,0,0,0,0,0,0,0,0,municije
0,0,0,0,0,1,0,0,0,0,amnezija
0,0,0,0,1,0,1,0,0,0,amnestija
0,0,0,0,0,0,0,0,0,0,amorfna
0,0,0,0,0,0,0,0,0,1,amortizacija
0,0,0,0,0,0,0,0,0,0,iznos
0,1,0,0,1,0,1,0,0,1,amour
0,0,0,0,0,0,0,0,0,0,ampersand
0,0,1,0,0,1,0,0,0,0,amfetamine
0,0,0,0,0,0,0,0,0,0,vodozemac
0,0,0,0,0,0,0,0,0,0,amfibijski
0,0,0,0,0,0,0,0,0,0,amfiteatar
0,0,0,0,0,0,0,0,0,0,pojačanje
0,0,0,0,0,0,0,0,0,0,pojačati
0,0,0,0,0,0,0,0,0,0,amplituda
0,0,0,0,0,0,0,0,0,0,obilno
0,0,0,0,0,0,0,0,0,0,amputacija
0,0,0,0,0,0,0,0,0,0,amajlija
0,0,0,0,1,0,1,0,0,0,zabaviti
0,0,0,0,1,0,1,0,0,0,zabavljena
0,0,0,0,1,0,1,0,0,0,zabava
0,0,0,0,1,0,1,0,0,0,zabavan
0,0,0,0,0,0,0,0,0,0,ana
0,0,1,1,0,1,0,0,0,0,anakonda
0,0,0,0,0,0,0,0,0,0,anestezija
0,0,0,0,0,0,0,0,0,0,anestetik
0,0,0,0,0,1,0,0,0,0,anal
0,0,0,0,0,0,0,0,0,0,analgetik
0,0,0,0,0,0,0,0,0,0,analogno
0,0,0,0,0,0,0,0,0,0,analogni
0,0,0,0,0,0,0,0,0,0,analogija
0,0,0,0,0,0,0,0,0,0,analiza
0,1,0,0,0,0,1,0,0,1,analitičar
0,0,0,0,0,0,0,0,0,0,analitički
0,0,0,0,0,0,0,0,0,0,analizirati
0,0,0,0,0,0,0,0,0,0,analizator
1,0,0,1,0,1,0,0,0,0,anarhizam
1,0,0,1,0,1,0,0,0,0,anarhista
1,0,0,1,0,1,0,0,0,0,anarhija
0,0,0,0,0,0,0,0,0,0,anastomoza
1,0,1,1,0,1,0,1,0,0,anatema
0,0,0,0,0,0,0,0,0,0,anatomski
0,0,0,0,0,0,0,0,0,0,anatomija
0,0,0,0,0,0,0,0,0,0,predak
0,0,0,0,0,0,0,0,0,1,predaka
0,0,0,0,0,0,0,0,0,0,predaka
0,0,0,0,0,0,1,0,0,0,sidro
0,0,0,0,0,0,1,1,0,0,sidrište
0,0,0,0,0,1,0,0,0,0,drevni
0,0,0,0,0,0,0,0,0,0,pomoćni
0,0,0,0,0,0,0,0,0,0,androgen
0,0,0,0,0,0,0,0,0,0,anemone
0,0,0,0,0,0,0,0,0,0,iznova
0,1,0,0,1,0,1,0,1,1,anđeo
0,0,0,0,1,0,1,0,0,1,anđeoski
1,0,0,0,0,1,0,0,0,0,ljutnja
0,0,0,1,0,1,0,0,0,0,angina
0,0,0,0,0,0,0,0,0,0,angiografija
0,0,0,0,0,0,0,0,0,0,ugao
0,1,0,0,0,1,0,0,0,0,pecarenje
1,0,1,0,0,1,0,0,0,0,ljut
1,0,0,1,0,1,0,1,0,0,teskoba
0,0,0,0,0,0,0,0,0,0,ugaona
0,0,0,0,0,0,0,0,0,0,bezvodni
0,0,0,0,0,0,0,0,0,0,životinja
0,0,0,0,0,0,1,0,0,0,animirati
0,0,0,0,1,0,1,0,0,0,animirani
0,0,0,0,0,0,0,0,0,0,animacija
1,0,1,1,0,1,0,1,0,0,animozitet
1,0,0,0,0,1,0,0,0,0,animus
0,0,0,0,0,0,0,0,0,0,članak
0,0,0,0,0,0,0,0,0,0,anali
0,0,0,0,0,0,0,0,0,0,aneks
0,0,0,0,0,0,0,0,0,0,aneksija
0,0,0,0,0,0,0,0,0,0,aneks
1,0,0,1,0,1,0,0,0,0,poništiti
1,0,0,1,0,1,0,1,0,0,poništen
1,0,0,1,0,1,0,1,0,0,uništenje
0,0,0,0,0,0,0,0,0,0,anotirati
0,0,0,0,0,0,0,0,0,0,Anotacija
0,0,0,0,0,0,0,0,0,0,objaviti
0,1,0,0,0,0,0,0,0,0,saopštenje
1,0,1,0,0,1,0,0,0,0,nervirati
1,0,1,0,0,1,0,0,0,0,dosađivanje
1,0,0,0,0,1,0,0,0,0,dosadno
0,0,0,0,0,0,0,0,0,0,anuitet
0,0,0,0,0,1,0,0,0,0,poništiti
0,0,0,0,0,0,0,0,0,0,prstenasti
0,0,0,0,0,1,0,1,0,0,poništenje
0,0,0,0,0,0,0,0,0,0,annulus
0,0,0,0,0,0,0,0,0,0,miropomazanje
0,0,0,0,0,0,0,0,0,0,anomalan
0,0,0,1,0,1,0,0,1,0,anomalija
0,0,0,0,0,0,0,0,0,0,anon
