anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Serbian Word
0,1,0,0,0,0,0,0,0,0,убрзати
0,0,0,0,0,0,0,0,0,0,убрзање
0,0,0,0,0,0,0,0,0,0,акценат
0,0,0,0,0,0,0,0,0,0,нагласити
0,0,0,0,0,0,0,0,0,0,прихватити
0,0,0,0,0,0,1,0,0,0,прихватљиво
0,0,0,0,0,0,1,0,0,0,прихватање
0,0,0,0,0,0,0,0,0,0,приступ
0,0,0,0,0,0,1,0,0,0,приступачан
0,0,0,0,0,0,0,0,0,0,приступање
0,0,0,0,0,0,0,0,0,0,прибор
0,0,0,1,0,1,0,1,1,0,незгода
0,0,0,1,0,1,0,0,1,0,случајно
0,0,0,0,0,0,0,0,1,0,случајно
0,1,0,0,1,0,1,0,1,1,аццоладе
0,0,0,0,0,0,0,0,0,0,прилагодити се
0,0,0,0,0,0,1,0,0,0,смештај
0,1,0,0,1,0,1,0,0,1,пратња
0,0,0,0,0,0,0,0,0,0,пратити
0,0,0,0,0,0,0,0,0,0,пратећи
0,0,0,0,0,0,0,0,0,0,саучесник
0,0,0,0,1,0,1,0,0,0,остварити
0,0,0,0,1,0,1,0,0,0,остварено
0,0,0,0,0,0,1,0,0,0,остварење
0,0,0,0,0,0,1,0,0,1,споразум
0,0,0,0,0,0,0,0,0,0,сагласности
0,0,0,0,0,0,0,0,0,0,хармоника
0,0,0,0,0,0,0,0,0,1,рачун
0,0,0,0,0,0,1,0,0,1,одговорност
0,0,0,0,0,0,1,0,0,1,одговоран
0,0,0,0,0,0,0,0,0,1,рачуновођа
0,0,0,0,0,0,0,0,0,0,рачуноводство
0,0,0,0,0,0,0,0,0,1,рачуни
0,0,0,0,0,0,1,0,0,1,акредитован
0,0,0,0,0,0,0,0,0,0,акреција
0,0,0,0,0,0,0,0,0,0,нагомилати
0,0,0,0,0,0,1,0,0,0,аццуеил
0,0,0,0,0,0,0,0,0,0,акумулирати
0,0,0,0,0,0,0,0,0,0,акумулација
0,0,0,0,0,0,0,0,0,0,тачност
0,0,0,0,0,0,1,0,0,1,тачан
1,0,0,1,0,1,0,1,0,0,проклети
1,0,1,0,0,1,0,0,0,0,оптужба
0,0,0,0,0,1,0,0,0,0,акузатив
1,0,0,1,0,1,0,0,0,0,оптужени
1,0,0,1,0,1,0,0,0,0,тужитељ
1,0,0,1,0,1,0,0,0,0,оптужујући
0,0,0,0,0,0,0,0,0,0,навикао
0,0,0,0,0,0,1,0,0,0,ас
0,0,0,0,0,0,0,0,0,0,сирћетна
0,0,0,0,0,1,0,1,0,0,бол
0,0,0,0,1,0,1,0,0,1,постићи
0,1,0,0,1,0,1,0,0,1,достигнуће
0,0,0,0,0,1,0,1,0,0,болан
0,0,0,0,0,1,0,0,0,0,киселина
0,0,0,0,0,0,0,0,0,0,киселост
0,0,0,0,0,0,0,0,0,0,признати
0,0,0,0,0,0,0,0,0,0,признао
0,0,0,0,0,0,1,0,0,0,признање
0,0,0,0,0,0,0,0,0,0,ацме
0,0,0,0,0,0,0,0,0,0,акустични
0,0,0,0,0,0,0,0,0,0,акустика
0,0,0,0,0,0,0,0,0,0,упознати
0,0,0,0,0,0,0,0,0,0,познанство
0,0,0,0,0,0,0,0,0,0,упознат
0,0,0,0,0,0,0,0,0,0,пристајање
0,0,0,0,0,0,1,0,0,0,стећи
0,1,0,0,0,0,1,0,0,0,стицање
0,0,0,0,0,0,0,0,0,0,аквизиција
0,0,0,0,0,0,0,0,0,0,аквизиције
0,0,0,0,0,0,0,0,0,0,површине
0,0,0,0,0,0,0,0,0,0,хектара
0,0,0,1,1,0,1,0,0,1,акробат
0,0,0,0,0,0,0,0,0,0,акт
0,0,0,0,0,0,0,0,0,0,глума
0,0,0,0,0,0,1,0,0,0,поступак
1,0,1,0,0,1,0,0,0,0,делотворан
0,0,0,0,0,0,0,0,0,0,активан
0,0,0,0,0,0,0,0,0,0,активност
0,0,0,0,0,0,0,0,0,0,глумац
0,0,0,0,0,0,1,0,0,0,стварни
0,0,0,0,0,0,0,0,0,0,актуелност
0,0,0,0,0,0,0,0,0,0,актуар
0,0,0,0,0,0,1,0,0,0,оштрина
0,0,0,0,0,0,1,0,0,0,оштроумност
0,0,0,0,0,0,0,0,0,0,акупунктура
0,0,0,0,0,0,0,0,0,0,акутно
0,0,0,0,0,0,0,0,0,0,пословица
0,0,0,0,0,0,0,0,0,0,непоколебљив
0,0,0,0,0,0,1,0,0,0,прилагодити
0,0,0,0,0,0,1,0,0,0,прилагодљив
0,0,0,0,0,0,0,0,0,0,додати
0,0,0,0,0,0,0,0,0,0,додао је
0,0,0,0,0,0,0,0,0,0,додатак
1,0,1,1,0,1,0,1,0,0,гуја
0,0,0,0,0,1,0,0,0,0,зависност
0,0,0,0,0,0,0,0,0,0,додатак
0,0,0,0,0,0,0,0,0,0,додатни
0,0,0,0,0,0,0,0,0,0,адитива
0,0,0,0,0,0,0,0,0,0,адреса
0,0,0,0,0,0,0,0,0,0,адресата
0,1,0,0,0,0,1,0,0,0,адресе
0,0,0,0,0,0,1,0,0,0,адепт
0,0,0,0,0,0,1,0,0,0,адекватност
0,0,0,0,0,0,0,0,0,0,адекватан
0,0,0,0,0,0,0,0,0,0,придржавају
0,0,0,0,0,0,0,0,0,0,приврженост
0,0,0,0,0,0,0,0,0,0,присталица
0,0,0,0,0,0,0,0,0,1,придржавајући се
0,0,0,0,0,0,0,0,0,0,адхезија
0,0,0,0,0,0,0,0,0,0,лепак
0,0,0,0,0,0,0,0,0,0,адиеу
0,0,0,0,0,1,0,0,0,0,масноћа
0,0,0,0,0,0,0,0,0,0,суседност
0,0,0,0,0,0,0,0,0,0,суседни
0,0,0,0,0,0,0,0,0,0,придев
0,0,0,0,0,0,0,0,0,0,суседни
0,0,0,0,0,0,0,0,0,0,одложити
0,0,0,0,0,0,0,0,0,0,одлагање
0,0,0,1,0,1,0,0,0,0,пресуђивати
0,0,0,0,0,0,0,0,0,0,пресуђивање
0,0,0,0,0,0,1,0,0,0,допунски
0,0,0,0,0,0,0,0,0,0,прилагодити
0,0,0,0,0,0,0,0,0,0,прилагођавање
0,0,0,0,0,0,0,0,0,0,помоћно средство
0,0,0,0,0,0,0,0,0,0,управљати
0,0,0,0,0,0,0,0,0,0,администрација
0,0,0,0,0,0,0,0,0,1,административни
0,0,0,0,1,0,1,0,0,1,достојан дивљења
0,0,0,0,0,0,1,0,0,1,адмирал
0,0,0,0,0,0,0,0,0,0,адмиралитет
0,0,0,0,1,0,1,0,0,1,дивљење
0,0,0,0,0,0,1,0,0,1,дивити се
0,0,0,0,0,0,1,0,0,0,обожавалац
0,0,0,0,0,0,0,0,0,0,прихватљивости
0,0,0,0,0,0,1,0,0,1,допустив
0,0,0,0,0,0,0,0,0,0,пријем
0,0,0,0,0,0,0,0,0,0,пустити
0,0,0,0,0,0,0,0,0,0,пријем
0,0,0,0,0,0,0,0,0,0,признао
0,0,0,0,0,0,0,0,0,0,признајући
0,0,0,0,0,0,0,0,0,0,примеса
0,0,0,1,0,1,0,0,0,0,опомена
0,0,0,0,0,0,0,0,0,0,адо
0,0,0,0,0,0,0,0,0,0,адобе
0,0,0,0,0,0,0,0,0,0,Младост
0,0,0,0,0,0,0,0,0,0,адолесцент
0,0,0,0,0,0,0,0,0,0,усвојити
0,0,0,0,0,0,0,0,0,0,усвајање
0,0,0,0,1,0,1,0,0,0,адорабле
0,0,0,0,1,0,1,0,0,1,обожавање
0,1,0,0,1,0,1,0,0,1,обожавам
0,0,0,0,0,0,0,0,0,0,украсити
0,0,0,0,0,0,0,0,0,0,украс
0,1,0,1,0,1,0,1,0,0,лебдећи
0,0,0,0,0,0,0,0,0,0,одрасла особа
0,0,0,0,0,1,0,0,0,0,фалсификовани
0,0,1,0,0,1,0,1,0,0,прељуба
0,1,0,1,1,0,1,0,1,0,унапред
0,0,0,0,0,0,1,0,0,0,напредно
0,0,0,0,0,0,1,0,0,0,напредовање
0,0,0,0,0,0,0,0,0,0,напредујући
0,0,0,0,0,0,1,0,0,0,предност
0,0,0,0,0,0,1,0,0,0,повољан
0,1,0,0,1,0,1,0,0,1,адвент
0,1,0,0,0,0,1,0,0,0,авантура
0,0,0,0,0,0,0,0,0,0,авантуриста
0,0,0,0,0,0,1,0,0,0,авантуристички
1,0,0,0,0,1,0,0,0,0,противник
1,0,1,1,0,1,0,1,0,0,штетан
1,0,0,1,0,1,0,1,0,0,недаће
0,0,0,0,0,0,0,0,0,0,рекламирати
0,0,0,0,0,0,0,0,0,0,реклама
0,0,0,0,0,0,0,0,0,1,савет
0,0,0,0,0,0,1,0,0,1,препоручљиво
0,0,0,0,0,0,1,0,0,1,саветовати
0,0,0,0,0,0,0,0,0,1,саветован
0,0,0,0,0,0,0,0,0,0,саветовање
0,0,0,0,0,0,1,0,0,1,саветник
1,1,0,0,1,0,1,0,0,1,адвокатура
0,0,0,0,0,0,0,0,0,1,заговорник
0,0,0,0,0,0,0,0,0,0,аегис
0,0,0,0,0,0,0,0,0,0,аерација
0,0,0,0,0,0,0,0,0,0,ваздушни
0,0,0,0,0,0,0,0,0,0,аеродром
0,0,0,0,0,0,0,0,0,0,аеродинамика
0,0,0,0,0,0,0,0,0,0,аеронаутике
0,0,0,0,0,0,0,0,0,0,авион
0,0,0,0,0,0,1,0,0,0,естетски
0,0,0,0,1,0,1,0,0,0,естетика
0,0,0,0,0,0,0,0,0,0,етиологија
0,0,0,0,0,0,0,0,0,0,афар
0,0,0,0,0,0,1,0,0,0,пријатан
0,0,0,0,0,0,0,0,0,0,афера
0,0,0,0,0,0,0,0,0,0,утичући
0,0,0,0,1,0,1,0,0,1,наклоност
0,0,0,0,0,0,0,0,0,0,наклоности
0,0,0,0,0,0,0,0,0,0,аффицхе
0,0,0,0,0,0,0,0,0,0,изјава под заклетвом
0,0,0,0,0,0,1,0,0,0,повезаним
0,0,0,0,0,0,0,0,0,0,припадности
0,0,0,0,0,0,0,0,0,0,афинитет
0,0,0,0,0,0,1,0,0,1,афирмисати
0,0,0,0,0,0,1,0,0,0,афирмацију
0,0,0,0,0,0,1,0,0,0,потврдан
0,0,0,0,0,0,1,0,0,1,афирмативно
0,0,0,0,0,0,0,0,0,0,афикс
0,0,0,1,0,1,0,1,0,0,афицирати
0,0,0,0,0,1,0,0,0,0,напаћени
0,0,1,1,0,1,0,1,0,0,невоља
0,0,0,0,1,0,1,0,0,0,богатство
0,0,0,0,0,0,1,0,0,0,имућан
0,0,0,0,0,0,1,0,0,0,приуштити
1,0,1,1,0,1,0,1,1,0,увреде
0,0,0,0,0,0,0,0,0,0,афиелд
0,0,0,0,0,0,0,0,0,0,афоре
0,0,0,0,0,0,0,0,0,0,горе поменутог
0,0,0,0,0,0,0,0,0,0,поменутог
0,0,0,1,0,1,0,0,0,0,уплашен
0,0,0,0,0,0,0,0,0,0,изнова
0,0,0,0,0,0,0,0,0,0,при крми
1,0,1,1,0,1,0,1,0,0,последице
0,0,0,0,0,0,0,0,0,0,поподневни
0,0,0,0,0,1,0,0,0,0,афтертасте
0,0,0,0,0,0,0,0,0,0,накнадно размишљање
0,0,0,1,0,0,1,0,0,1,ага
0,0,0,0,0,0,0,0,0,0,ахат
0,0,0,0,0,0,0,0,0,0,старости
0,0,0,0,0,0,0,0,0,0,старости
0,0,0,0,0,0,0,0,0,0,агенција
0,0,0,0,0,0,0,0,0,0,агент
0,0,0,0,0,0,0,0,0,0,агломерација
1,0,0,0,0,1,0,0,0,0,отежано
1,0,0,0,0,1,0,1,0,0,отежавајуће
1,0,1,0,0,1,0,0,0,0,погоршање
0,0,0,0,0,0,0,0,0,0,агрегат
0,0,0,0,0,0,0,0,0,0,агрегација
1,0,0,1,0,1,0,0,0,0,агресија
1,0,0,1,0,1,0,0,0,0,агресиван
1,0,0,1,0,1,0,0,0,0,агресор
0,0,1,1,0,1,0,0,1,0,згрожен
0,0,0,0,0,0,1,0,0,0,окретан
0,0,0,0,0,0,1,0,0,0,окретност
1,0,0,0,0,1,0,0,0,0,узнемирен
1,0,0,0,0,1,0,0,0,0,узнемиреност
0,0,0,0,0,0,0,0,0,0,агностички
0,0,0,0,0,0,0,0,0,0,пре
0,0,0,1,0,1,0,0,0,0,агонизирајући
1,0,0,1,0,1,0,1,0,0,агонија
0,0,0,0,0,0,1,0,0,0,договорити се
0,0,0,0,0,0,1,0,0,1,пријатан
0,0,0,0,0,0,1,0,0,1,пристао
0,0,0,0,0,0,1,0,0,1,слажући се
0,0,0,0,0,0,1,0,0,1,договор
0,0,0,0,0,0,0,0,0,0,пољопривредних
0,0,0,0,0,0,1,0,0,0,пољопривреде
0,0,0,0,0,1,0,0,0,0,насукан
0,0,0,0,0,0,0,0,0,0,агуа
0,0,0,0,0,0,1,0,0,0,напред
0,0,0,0,0,0,1,0,0,0,помоћ
0,0,0,0,0,0,1,0,0,0,помагање
0,0,0,0,0,1,0,1,0,0,аил
0,0,0,1,0,1,0,1,0,0,аилинг
0,0,0,0,0,0,0,0,0,0,болест
0,0,0,0,0,0,0,0,0,0,циљ
0,0,0,0,0,1,0,0,0,0,бесциљно
0,0,0,0,0,0,0,0,0,0,ваздух
0,0,0,0,0,0,0,0,0,0,ваздушни јастук
0,0,0,0,0,0,0,0,0,0,ваздушни лифт
0,0,0,0,0,0,0,0,0,0,ваздушна линија
0,0,0,0,0,0,0,0,0,0,авијатичар
0,0,0,0,0,0,0,0,0,0,авион
0,1,0,0,0,0,0,0,0,0,аеродром
0,0,1,0,0,1,0,0,0,0,ваздуха
0,0,0,0,0,0,0,0,0,0,ваздушни брод
0,0,0,0,0,0,0,0,0,0,пролаз
0,0,0,0,0,0,0,0,0,0,аит
0,0,0,0,0,0,0,0,0,0,ајар
0,0,0,0,0,0,0,0,0,1,сродан
0,0,0,0,0,0,1,0,0,0,алабастер
0,0,0,1,0,1,0,0,1,0,алармни
0,0,0,1,0,1,0,0,1,0,алармантно
0,0,0,0,0,0,0,0,0,1,алб
0,0,0,0,0,0,0,0,0,0,албум
0,0,0,0,0,0,0,0,0,0,алхемија
0,0,0,0,0,0,0,0,0,0,алкохол
1,0,1,1,0,1,0,1,0,0,алкохолизам
0,0,0,0,0,0,0,0,0,0,алцове
0,0,0,0,0,0,0,0,0,0,узбуна
0,1,0,1,0,0,1,0,1,0,будност
0,1,0,1,0,0,0,0,1,0,упозорења
0,0,0,0,0,0,0,0,0,0,луцерка
0,0,0,0,0,0,0,0,0,0,алгебра
0,0,0,0,0,0,0,0,0,0,алгебарски
0,0,0,0,0,0,0,0,0,0,алгоритам
0,0,0,0,0,0,0,0,0,0,алиби
0,0,1,1,0,1,0,0,0,0,ванземаљац
1,0,1,0,0,1,0,0,0,0,отуђити
0,0,0,0,0,1,0,1,0,0,отуђен
1,0,1,1,0,1,0,1,0,0,отуђење
0,0,0,0,0,0,0,0,0,0,упалити
0,0,0,0,0,0,0,0,0,0,Поравнање
0,0,0,0,0,0,0,0,0,0,поравнање
0,0,0,0,0,0,0,0,0,0,једнако
0,0,0,0,0,0,1,0,0,0,исхрана
0,0,0,0,0,1,0,0,0,0,алиментација
0,0,0,0,0,0,0,0,0,0,аликвот
0,1,0,0,1,0,1,0,0,1,жив
0,0,0,0,0,0,0,0,0,0,алкалијски
0,0,0,0,0,0,0,0,0,0,алкалоиди
0,0,0,0,0,0,1,0,0,0,ублажити
1,0,0,0,0,1,0,0,0,0,навод
0,0,0,0,0,1,0,0,0,0,наводе
0,0,0,0,0,0,0,0,0,0,наводно
0,0,0,0,0,0,1,0,0,1,оданост
0,0,0,0,0,0,0,0,0,0,алегоријски
0,0,0,0,0,0,0,0,0,0,алегорија
0,0,0,0,0,0,1,0,0,0,аллегро
0,0,0,0,0,0,1,0,0,0,ублажити
0,0,0,0,0,0,1,0,0,0,ублажавање
0,0,0,0,0,0,0,0,0,0,сокак
0,0,0,0,0,0,0,0,0,1,савез
0,0,0,0,0,0,1,0,0,1,савезнички
0,0,0,0,0,0,0,0,0,0,алигатор
0,0,0,0,0,0,0,0,0,0,издвојити
0,0,0,0,0,0,0,0,0,0,алокација
0,0,0,0,0,0,0,0,0,0,доделити
0,0,0,0,0,0,0,0,0,0,алотмент
0,0,0,0,0,0,1,0,0,0,дозвољено
0,0,0,0,0,0,0,0,0,0,џепарац
0,0,0,0,0,0,0,0,0,0,дозвољен
0,0,0,0,0,0,0,0,0,0,легура
0,1,0,0,1,0,1,0,1,0,привлачност
0,0,0,0,0,0,1,0,0,0,примамљив
0,0,0,0,0,0,0,0,0,0,алузија
0,0,0,0,0,0,0,0,0,0,алувијалне
0,0,0,0,0,0,1,0,0,1,савезник
0,0,0,0,0,0,0,0,0,0,алманах
0,0,0,0,0,0,1,0,0,0,свемогући
0,0,0,0,0,0,0,0,0,0,алофт
0,1,0,0,1,0,1,0,0,0,алоха
0,0,0,0,0,0,0,0,0,0,поред
0,0,0,0,0,1,0,0,0,0,резервисан
0,0,0,0,0,0,0,0,0,0,наглас
0,0,0,0,0,0,0,0,0,0,алфабет
0,0,0,0,0,0,0,0,0,0,алфабетски
0,0,0,0,0,0,0,0,0,0,олтар
0,0,0,0,0,0,0,0,0,0,алтер
0,0,0,0,0,0,0,0,0,0,измена
1,0,0,0,0,1,0,0,0,0,свађање
0,0,0,0,0,0,0,0,0,0,измењени
0,0,0,0,0,0,0,0,0,0,наизменично
0,0,0,0,0,0,0,0,0,0,алтернатива
0,0,0,0,0,0,0,0,0,0,домет
0,0,0,0,0,0,0,0,0,0,алто
0,0,0,0,0,0,0,0,0,0,у целини
0,0,0,0,0,0,0,0,0,0,алумнус
0,0,0,0,0,0,0,0,0,0,алвеоларни
0,0,0,0,0,0,0,0,0,0,амалгам
0,0,0,0,0,0,0,0,0,0,спајање
0,0,0,0,0,0,0,0,0,0,нагомилати
0,0,0,0,0,0,0,0,0,0,аматерски
0,0,0,0,0,0,0,0,1,0,задивити
0,0,0,0,0,0,0,0,0,0,чуђење
0,0,0,0,1,0,1,0,1,0,невероватно
0,0,0,0,0,0,1,0,0,1,амбасадор
0,0,0,0,0,0,0,0,0,0,ћилибар
0,0,0,0,0,0,0,0,0,0,амбијентални
0,0,0,0,0,0,0,0,0,0,двосмисленост
0,0,0,0,0,1,0,0,0,0,двосмислено
0,0,0,0,0,0,0,0,0,0,амбиција
0,1,0,0,1,0,1,0,0,1,амбиција
0,0,0,0,0,0,0,0,0,0,амбициозан
0,0,0,1,0,0,0,0,0,1,хитна помоћ
1,0,0,1,0,1,0,0,1,0,заседа
0,0,0,0,0,0,1,0,0,0,побољшати
0,0,0,0,1,0,1,0,0,1,амин
0,0,0,0,0,0,1,0,0,0,подложан
0,0,0,0,0,0,1,0,0,0,Исправити
0,0,0,0,0,0,0,0,0,0,амандман
0,0,0,0,0,0,1,0,0,0,поправља
0,0,0,0,0,0,1,0,0,0,погодности
0,0,0,0,0,0,0,0,0,0,аметист
0,0,0,0,0,0,1,0,0,0,љубазни
0,0,0,0,1,0,1,0,0,0,пријатељски
0,0,0,0,0,0,0,0,0,0,усред
0,0,0,0,0,0,0,0,0,0,усред
0,0,1,0,0,0,0,0,0,0,амонијак
0,0,0,0,0,0,0,0,0,0,муниције
0,0,0,0,0,1,0,0,0,0,амнезија
0,0,0,0,1,0,1,0,0,0,амнестија
0,0,0,0,0,0,0,0,0,0,аморфна
0,0,0,0,0,0,0,0,0,1,амортизација
0,0,0,0,0,0,0,0,0,0,износ
0,1,0,0,1,0,1,0,0,1,амоур
0,0,0,0,0,0,0,0,0,0,амперсанд
0,0,1,0,0,1,0,0,0,0,амфетамине
0,0,0,0,0,0,0,0,0,0,водоземац
0,0,0,0,0,0,0,0,0,0,амфибијски
0,0,0,0,0,0,0,0,0,0,амфитеатар
0,0,0,0,0,0,0,0,0,0,појачање
0,0,0,0,0,0,0,0,0,0,појачати
0,0,0,0,0,0,0,0,0,0,амплитуда
0,0,0,0,0,0,0,0,0,0,обилно
0,0,0,0,0,0,0,0,0,0,ампутација
0,0,0,0,0,0,0,0,0,0,амајлија
0,0,0,0,1,0,1,0,0,0,забавити
0,0,0,0,1,0,1,0,0,0,забављена
0,0,0,0,1,0,1,0,0,0,забава
0,0,0,0,1,0,1,0,0,0,забаван
0,0,0,0,0,0,0,0,0,0,ана
0,0,1,1,0,1,0,0,0,0,анаконда
0,0,0,0,0,0,0,0,0,0,анестезија
0,0,0,0,0,0,0,0,0,0,анестетик
0,0,0,0,0,1,0,0,0,0,анал
0,0,0,0,0,0,0,0,0,0,аналгетик
0,0,0,0,0,0,0,0,0,0,аналогно
0,0,0,0,0,0,0,0,0,0,аналогни
0,0,0,0,0,0,0,0,0,0,аналогија
0,0,0,0,0,0,0,0,0,0,анализа
0,1,0,0,0,0,1,0,0,1,аналитичар
0,0,0,0,0,0,0,0,0,0,аналитички
0,0,0,0,0,0,0,0,0,0,анализирати
0,0,0,0,0,0,0,0,0,0,анализатор
1,0,0,1,0,1,0,0,0,0,анархизам
1,0,0,1,0,1,0,0,0,0,анархиста
1,0,0,1,0,1,0,0,0,0,анархија
0,0,0,0,0,0,0,0,0,0,анастомоза
1,0,1,1,0,1,0,1,0,0,анатема
0,0,0,0,0,0,0,0,0,0,анатомски
0,0,0,0,0,0,0,0,0,0,анатомија
0,0,0,0,0,0,0,0,0,0,предак
0,0,0,0,0,0,0,0,0,1,предака
0,0,0,0,0,0,0,0,0,0,предака
0,0,0,0,0,0,1,0,0,0,сидро
0,0,0,0,0,0,1,1,0,0,сидриште
0,0,0,0,0,1,0,0,0,0,древни
0,0,0,0,0,0,0,0,0,0,помоћни
0,0,0,0,0,0,0,0,0,0,андроген
0,0,0,0,0,0,0,0,0,0,анемоне
0,0,0,0,0,0,0,0,0,0,изнова
0,1,0,0,1,0,1,0,1,1,анђео
0,0,0,0,1,0,1,0,0,1,анђеоски
1,0,0,0,0,1,0,0,0,0,љутња
0,0,0,1,0,1,0,0,0,0,ангина
0,0,0,0,0,0,0,0,0,0,ангиографија
0,0,0,0,0,0,0,0,0,0,угао
0,1,0,0,0,1,0,0,0,0,пецарење
1,0,1,0,0,1,0,0,0,0,љут
1,0,0,1,0,1,0,1,0,0,тескоба
0,0,0,0,0,0,0,0,0,0,угаона
0,0,0,0,0,0,0,0,0,0,безводни
0,0,0,0,0,0,0,0,0,0,животиња
0,0,0,0,0,0,1,0,0,0,анимирати
0,0,0,0,1,0,1,0,0,0,анимирани
0,0,0,0,0,0,0,0,0,0,анимација
1,0,1,1,0,1,0,1,0,0,анимозитет
1,0,0,0,0,1,0,0,0,0,анимус
0,0,0,0,0,0,0,0,0,0,чланак
0,0,0,0,0,0,0,0,0,0,анали
0,0,0,0,0,0,0,0,0,0,анекс
0,0,0,0,0,0,0,0,0,0,анексија
0,0,0,0,0,0,0,0,0,0,анекс
1,0,0,1,0,1,0,0,0,0,поништити
1,0,0,1,0,1,0,1,0,0,поништен
1,0,0,1,0,1,0,1,0,0,уништење
0,0,0,0,0,0,0,0,0,0,анотирати
0,0,0,0,0,0,0,0,0,0,Анотација
0,0,0,0,0,0,0,0,0,0,објавити
0,1,0,0,0,0,0,0,0,0,саопштење
1,0,1,0,0,1,0,0,0,0,нервирати
1,0,1,0,0,1,0,0,0,0,досађивање
1,0,0,0,0,1,0,0,0,0,досадно
0,0,0,0,0,0,0,0,0,0,ануитет
0,0,0,0,0,1,0,0,0,0,поништити
0,0,0,0,0,0,0,0,0,0,прстенасти
0,0,0,0,0,1,0,1,0,0,поништење
0,0,0,0,0,0,0,0,0,0,аннулус
0,0,0,0,0,0,0,0,0,0,миропомазање
0,0,0,0,0,0,0,0,0,0,аномалан
0,0,0,1,0,1,0,0,1,0,аномалија
0,0,0,0,0,0,0,0,0,0,анон
0,0,0,0,0,1,0,0,0,0,анонимни
0,0,0,0,0,0,0,0,0,0,одговор
0,0,0,0,0,0,0,0,0,1,одговоран
0,0,0,0,0,0,0,0,0,0,одговарајући
0,0,0,0,0,0,0,0,0,0,ант
1,0,0,0,0,1,0,0,0,0,антагонизам
1,0,0,0,0,1,0,0,0,0,антагониста
1,0,1,0,0,1,0,0,0,0,антагонистички
0,0,0,0,0,0,0,0,0,0,анте
0,0,0,0,0,0,0,0,0,0,претходница
